lev;sys;numbis;text;vw
5;Hm 3120;;...............kirchliche Würdenträger;
5;Hm 3140;;...............Mönche und Nonnen;
5;Hm 3160;;...............Priester und Prediger;
5;Hm 3170;;...............Pilger und Eremiten;
5;Hm 3180;;...............sonstige Vertreter christlich-geistlicher Stände;
5;Hm 3190;;...............Vertreter außerchristlich-geistlicher Stände;
5;Hm 3200;;...............weltliche Stände, allgemein;
5;Hm 3220;;...............Herrscher, Adel, Regierung;
5;Hm 3240;;...............Bürger;
5;Hm 3260;;...............Militär;
5;Hm 3300;;...............akademische Berufe (auch Astrologe, Alchemist, Magier, Wahrsager etc.);
5;Hm 3310;;...............Künstler;
5;Hm 3320;;...............Gaukler und Narren;
5;Hm 3340;;...............Gewerbetreibende und Handwerker;
5;Hm 3360;;...............Bauer, Arbeiter, Sklave, Bettler etc.;
5;Hm 3390;;...............sonstige Vertreter weltlicher Stände;
4;Hm xxx;yyy;............Szenen des täglichen Lebens (Genre);
5;Hm 3500;;...............Sitten- und Genrebild allgemein, zeitlich durchgehend;
5;Hm 3510;3520;...............idem (= Sitten- und Genrebild allgemein), Antike und Frühchristentum (bis 800);
5;Hm 3530;;...............idem (= Sitten- und Genrebild allgemein), Mittelalter (800-1500);
5;Hm 3540;;...............idem (= Sitten- und Genrebild allgemein), Neuzeit (nach 1500);
5;Hm 3550;;...............idem (= Sitten- und Genrebild allgemein), 19. und 20. Jh.;
5;Hm 3570;;...............idem (= Sitten- und Genrebild allgemein), in außereuropäischen (exotischen) Kulturkreisen;
5;Hm 3580;;...............idem (= Sitten- und Genrebild allgemein), allgemeine Einzelfragen;
5;Hm 3600;;...............Verrichtungen des täglichen Lebens, allgemein;
5;Hm 3650;;...............Erotik, Liebespaar, Hochzeit;
5;Hm 3700;;...............Musik-, Tanz-, Spiel-, Jagd- und Sportdarstellungen;
5;Hm 3750;;...............Schule, Unterricht, Studentenleben;
5;Hm 3800;;...............Rechtsprechung, Urteilsvollstreckung, Delikte;
5;Hm 3850;;...............Manöver, Kriegshandlungen, Duell;
5;Hm 3900;;...............Wochenstube, Krankheit, Operation, Heilungen, Sterben, Beerdigung;
5;Hm ;;...............;ars moriendi und Totentanz = Ha 680
5;Hm 3950;;...............sonstige Szenen des täglichen Lebens;
3;Hm xxx;yyy;.........Die Umwelt des Menschen;
4;Hm xxx;yyy;............Landschaftsbild (auch Marinebild) allgemein;
5;Hm 4000;;...............zeitlich durchgehend, international;
5;Hm 4003;;...............idem (= zeitlich durchgehend), Italien;
5;Hm 4006;;...............idem (= zeitlich durchgehend), sonstige einzelne Länder;
5;Hm 4020;;...............Vormittelalter (bis 800);
5;Hm 4030;;...............Mittelalter (800-1500);
5;Hm 4040;;...............Neuzeit (nach 1500), international;
5;Hm 4043;;...............idem (= Neuzeit (nach 1500)), Italien;
5;Hm 4046;;...............idem (= Neuzeit (nach 1500)), sonstige einzelne Länder;
5;Hm 4050;;...............19. und 20. Jh., international;
5;Hm 4053;;...............idem (= 19. und 20. Jh.), Italien;
5;Hm 4056;;...............idem (= 19. und 20. Jh.), sonstige einzelne Länder;
5;Hm 4070;;...............in außereuropäischen (exotischen) Kulturkreisen;
5;Hm 4080;;...............allgemeine Einzelfragen;
4;Hm xxx;yyy;............Naturphänomene und Naturkatastrophen;
5;Hm 4200;;...............zeitlich durchgehend;
5;Hm 4220;;...............Vormittelalter (bis 800);
5;Hm 4230;;...............Mittelalter (800-1500);
5;Hm 4240;;...............Neuzeit (nach 1500);
5;Hm 4250;;...............19. und 20. Jh.;
5;Hm 4280;;...............allgemeine Einzelfragen;
4;Hm xxx;yyy;............Architekturbild (auch Interieur) allgemein;
5;Hm 4400;;...............zeitlich durchgehend, international;
5;Hm 4403;;...............idem (= zeitlich durchgehend), Italien;
5;Hm 4406;;...............idem (= zeitlich durchgehend), sonstige einzelne Länder;
5;Hm 4410;;...............Antike (bis 400);
5;Hm 4420;;...............Frühchristentum (bis 800);
5;Hm 4430;;...............Mittelalter (800-1500), international;
5;Hm 4433;;...............idem (= Mittelalter (800-1500)), Italien;
5;Hm 4436;;...............idem (= Mittelalter (800-1500)), sonstige einzelne Länder;
5;Hm 4440;;...............Neuzeit (nach 1500), international;
5;Hm 4443;;...............idem (= Neuzeit (nach 1500)), Italien;
5;Hm 4446;;...............idem (= Neuzeit (nach 1500)), sonstige einzelne Länder;
5;Hm 4450;;...............19. und 20. Jh., international;
5;Hm 4453;;...............idem (= 19. und 20. Jh.), Italien;
5;Hm 4456;;...............idem (= 19. und 20. Jh.), sonstige einzelne Länder;
5;Hm 4470;;...............in außereuropäischen (exotischen) Kulturkreisen;
5;Hm 4480;;...............allgemeine Einzelfragen;
4;Hm xxx;yyy;............Stilleben allgemein;
5;Hm 4600;;...............zeitlich durchgehend, international;
5;Hm 4603;;...............idem (= zeitlich durchgehend), Italien;
5;Hm 4606;;...............idem (= zeitlich durchgehend), sonstige einzelne Länder;
5;Hm 4620;;...............Vormittelalter (bis 800);
5;Hm 4630;;...............Mittelalter (800-1500), international;
5;Hm 4640;;...............Neuzeit (nach 1500), international;
5;Hm 4643;;...............idem (= Neuzeit (nach 1500)), Italien;
5;Hm 4646;;...............idem (= Neuzeit (nach 1500)), sonstige einzelne Länder;
5;Hm 4650;;...............19. und 20. Jh., international;
5;Hm 4653;;...............idem (= 19. und 20. Jh.), Italien;
5;Hm 4656;;...............idem (= 19. und 20. Jh.), sonstige einzelne Länder;
5;Hm 4670;;...............in außereuropäischen (exotischen) Kulturkreisen;
5;Hm 4680;;...............allgemeine Einzelfragen;
4;Hm xxx;yyy;............Tiere und Pflanzen;
5;Hm 5000;;...............Tier- und Pflanzendarstellungen, zusammenfassend;
5;Hm 5100;;...............Tierdarstellungen allgemein, zeitlich durchgehend;
5;Hm 5110;;...............idem (= Tierdarstellungen allgemein), Antike (bis 400);
5;Hm 5120;;...............idem (= Tierdarstellungen allgemein), Vormittelalter (bis 800);
5;Hm 5130;;...............idem (= Tierdarstellungen allgemein), Mittelalter (800-1500);
5;Hm 5140;;...............idem (= Tierdarstellungen allgemein), Neuzeit (nach 1500);
5;Hm 5150;;...............idem (= Tierdarstellungen allgemein), 19. und 20. Jh.;
5;Hm 5180;;...............idem (= Tierdarstellungen allgemein), allgemeine Einzelfragen;
5;Hm 6000;;...............Pflanzendarstellungen allgemein, zeitlich durchgehend;
5;Hm 6010;6020;...............idem (= Pflanzendarstellungen allgemein), Antike und Frühchristentum (bis 800);
5;Hm 6030;;...............idem (= Pflanzendarstellungen allgemein), Mittelalter (800-1500);
5;Hm 6040;;...............idem (= Pflanzendarstellungen allgemein), Neuzeit (nach 1500);
5;Hm 6050;;...............idem (= Pflanzendarstellungen allgemein), 19. und 20. Jh.;
5;Hm 6080;;...............idem (= Pflanzendarstellungen allgemein), allgemeine Einzelfragen;
4;Hm xxx;yyy;............Sachen und Geräte (auch deren Symbolik);
5;Hm 7000;;...............zeitlich durchgehend;
5;Hm 7020;;...............Vormittelalter (bis 800);
5;Hm 7030;;...............Mittelalter (800-1500);
5;Hm 7040;;...............Neuzeit (nach 1500);
5;Hm 7050;;...............19. und 20. Jh.;
5;Hm 7080;;...............allgemeine Einzelfragen;
3;Hm xxx;yyy;.........Allegorien und Symbole des weltlichen Themenkreises;
4;Hm xxx;yyy;............allgemein zusammenfassend;
5;Hm 8000;;...............zeitlich durchgehend;
5;Hm 8010;;...............Antike (bis 400);
5;Hm 8020;;...............Vormittelalter (bis 800);
5;Hm 8030;;...............Mittelalter (800-1500);
5;Hm 8040;;...............Neuzeit (nach 1500);
5;Hm 8050;;...............19. und 20. Jh.;
5;Hm 8080;;...............allgemeine Einzelfragen;
4;Hm xxx;yyy;............Liebesallegorien und Liebessymbole;
5;Hm 8200;;...............zeitlich durchgehend;
5;Hm 8210;;...............Antike (bis 400);
5;Hm 8220;;...............Vormittelalter (bis 800);
5;Hm 8230;;...............Mittelalter (800-1500);
5;Hm 8240;;...............Neuzeit (nach 1500);
5;Hm 8250;;...............19. und 20. Jh.;
5;Hm 8280;;...............allgemeine Einzelfragen;
4;Hm xxx;yyy;............Allegorien auf psychische und physische Zustände;
5;Hm 8400;;...............allgemein;
5;Hm 8430;;...............fünf Sinne;
5;Hm 8460;;...............vier Temperamente;
5;Hm 8490;;...............sonstige;
4;Hm xxx;yyy;............Allegorien und Symbole auf Zeitbegriffe;
5;Hm 8600;;...............allgemein;
5;Hm 8630;;...............drei Zeitalter (goldenes, silbernes, eisernes);
5;Hm 8660;;...............Lebensalter (auch Jungbrunnen);
5;Hm 8690;;...............vier Jahreszeiten;
5;Hm 8720;;...............Monatsbilder und Zodiakus;
5;Hm 8750;;...............Wochentage;
5;Hm 8770;;...............Tageszeiten;
5;Hm 8790;;...............sonstige;
4;Hm xxx;yyy;............Allegorien und Symbole auf Natur und Welt;
5;Hm 8800;;"...............allgemein (auch ""Natura"")";
5;Hm ;;...............;Frau Welt = Ha 680
5;Hm 8830;;...............vier Elemente;
5;Hm 8860;;...............vier Himmelsrichtungen;
5;Hm 8890;;...............Erdteile;
5;Hm 8920;;...............Länder, Städte, Berge, Flüsse;
5;Hm 8990;;...............sonstige;
5;Hm 9000;;...............Allegorien und Symbole auf allgemeine Zustände und politische Begriffe;
5;Hm ;;...............;Allegorien auf historische Ereignisse = Hm 400 ff.
5;Hm 9290;;...............sonstige Allegorien und Symbole des weltlichen Themenkreises;
1;J ;;...Ornament;
2;J 30;;......allgemeine Sammelwerke, vermischte Materialien;
2;J 60;;......Handbücher, Nachschlagewerke;
3;J xxx;yyy;.........Geschichte des Ornaments nach Epochen und Ländern;
4;J xxx;yyy;............zeitlich durchgehend;
5;J 100;;...............international;
5;J 103;;...............Italien;
5;J 106;;...............sonstige einzelne Länder;
4;J 110;;............Antike (bis 400);
4;J 120;;............Vormittelalter (bis 800);
4;J xxx;yyy;............Mittelalter (800-1500);
5;J 130;;...............international;
5;J 133;;...............Italien;
5;J 136;;...............sonstige einzelne Länder;
4;J xxx;yyy;............Neuzeit (nach 1500);
5;J 140;;...............international;
5;J 143;;...............Italien;
5;J 146;;...............sonstige einzelne Länder;
4;J xxx;yyy;............19. und 20. Jahrhundert;
5;J 150;;...............international;
5;J 153;;...............Italien;
5;J 156;;...............sonstige einzelne Länder;
4;J 170;;............Ornament der Primitiven und Exoten (auch Volkskunst);
4;J 180;;............allgemeine Einzelfragen;
3;J xxx;yyy;.........Motivgeschichtliche Monographien;
4;J 300;;............Kalligraphierte Alphabete, Buchstaben-Ornamentik;
1;M ;;...Kunst allgemein (ohne Italien speziell);
2;Mb ;;......Theoretische Grundlagen und Randgebiete der Kunstwissenschaft;
4;Mb xxx;yyy;............System und Geschichte der Kunstwissenschaft;
5;Mb 120;;...............zeitlich durchgehend;
5;Mb 130;;...............vor 1800;
5;Mb 140;;...............nach 1800;
4;Mb xxx;yyy;............Philosophie der Kunst;
5;Mb 200;;...............Kunstphilosophie, zeitlich durchgehend;
5;Mb 204;;...............idem (= Kunstphilosophie), vor 1800;
5;Mb 207;;...............idem (= Kunstphilosophie), nach 1800;
5;Mb 230;;...............Ästhetik, zeitlich durchgehend;
5;Mb 234;;...............idem (= Ästhetik), vor 1800;
5;Mb 237;;...............idem (= Ästhetik), nach 1800;
5;Mb 260;;...............Kunstethik;
5;Mb 280;;...............Kunstpsychologie;
4;Mb xxx;yyy;............Morphologie der Kunst, auch der einzelnen Kunstgattungen;
5;Mb 300;;...............allgemein, mehrere Kunstgattungen;
5;Mb 302;;...............idem (= allgemein), Architektur;
5;Mb 304;;...............idem (= allgemein), Plastik;
5;Mb 306;;...............idem (= allgemein), Malerei;
5;Mb 308;;...............idem (= allgemein), sonstige Kunstgattungen;
5;Mb 320;;...............Anatomie (und Körperproportionen) für Künstler;
5;Mb 330;;...............Kompositionsprinzipien (Symmetrie, Rhythmus, Proportionen etc.), mehrere Kunstgattungen;
5;Mb 332;;...............idem (= Kompositionsprinzipien (Symmetrie), Architektur;
5;Mb 334;;...............idem (= Kompositionsprinzipien (Symmetrie), Plastik;
5;Mb 336;;...............idem (= Kompositionsprinzipien (Symmetrie), Malerei;
5;Mb 338;;...............idem (= Kompositionsprinzipien (Symmetrie), sonstige Kunstgattungen;
5;Mb 340;;...............Perspektive, zeitlich durchgehend;
5;Mb 343;;...............idem (= Perspektive), vor 1500;
5;Mb 345;;...............idem (= Perspektive), 1500-1800;
5;Mb 347;;...............idem (= Perspektive), nach 1800;
5;Mb 350;;...............Raumbegriff, mehrere Kunstgattungen;
5;Mb 352;;...............idem (= Raumbegriff), Architektur;
5;Mb 354;;...............idem (= Raumbegriff), Plastik;
5;Mb 356;;...............idem (= Raumbegriff), Malerei;
5;Mb 358;;...............idem (= Raumbegriff), sonstige Kunstgattungen;
5;Mb 360;;...............Licht und Farbe, mehrere Kunstgattungen;
5;Mb 362;;...............idem (= Licht und Farbe), Architektur;
5;Mb 364;;...............idem (= Licht und Farbe), Plastik;
5;Mb 366;;...............idem (= Licht und Farbe), Malerei;
5;Mb 368;;...............idem (= Licht und Farbe), sonstige Kunstgattungen;
5;Mb 380;;...............Sonstiges, mehrere Kunstgattungen;
5;Mb 382;;...............idem (= Sonstiges), Architektur;
5;Mb 384;;...............idem (= Sonstiges), Plastik;
5;Mb 386;;...............idem (= Sonstiges), Malerei;
5;Mb 388;;...............idem (= Sonstiges), sonstige Kunstgattungen;
4;Mb xxx;yyy;............Soziologie der Kunst, auch der einzelnen Kunstgattungen;
5;Mb 400;;...............allgemein, zeitlich durchgehend;
5;Mb 410;;...............idem (= allgemein), vor 1500;
5;Mb 414;;...............idem (= allgemein), 1500-1800;
5;Mb 418;;...............idem (= allgemein), nach 1800;
5;Mb 430;;...............Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen), zeitlich durchgehend;
5;Mb 440;;...............idem (= Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen)), vor 1500;
5;Mb 444;;...............idem (= Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen)), 1500-1800;
5;Mb 448;;...............idem (= Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen)), nach 1800;
5;Mb 460;;...............Auftraggeber (Mäzenatenwesen), zeitlich durchgehend;
5;Mb 470;;...............idem (= Auftraggeber (Mäzenatenwesen)), vor 1500;
5;Mb 474;;...............idem (= Auftraggeber (Mäzenatenwesen)), 1500-1800;
5;Mb 478;;...............idem (= Auftraggeber (Mäzenatenwesen)), nach 1800;
4;Mb xxx;yyy;............Künstlerwanderungen;
5;Mb 500;;...............interkontinentale Wechselbeziehungen;
5;Mb 510;;...............innerhalb von Europa, zeitlich durchgehend;
5;Mb 530;;...............idem (= innerhalb von Europa), vor 1500;
5;Mb 550;;...............idem (= innerhalb von Europa), 1500-1800;
5;Mb 570;;...............idem (= innerhalb von Europa), nach 1800;
5;Mb 590;;...............innerhalb außereuropäischer Kulturkreise;
4;Mb xxx;yyy;............jüdische Kunst;
5;Mb 600;;...............zusammenfassend;
5;Mb 610;;...............Architektur;
5;Mb 620;;...............Plastik;
5;Mb 630;;...............Malerei;
5;Mb 640;;...............Kunstgewerbe;
4;Mb 660;;............Zigeunerkunst;
4;Mb 680;;............Kunst der Primitiven;
4;Mb xxx;yyy;............Kunst in ihren Beziehungen zu anderen Gebieten des geistigen Lebens;
5;Mb 705;;...............Kunst und Religion;
5;Mb 710;;...............Kunst und Rasse;
5;Mb 715;;...............Kunst und Recht;
5;Mb 720;;...............Kunst und Geschichte (Kulturgeschichte, Politik, Krieg);
5;Mb 725;;...............Kunst und Publizistik (Presse, Rundfunk, Fernsehen);
5;Mb 730;;...............Kunst und Photographie (Film);
5;Mb 735;;...............Kunst und Theater;
5;Mb 740;;...............Kunst und Literatur;
5;Mb 745;;...............Kunst und Wirtschaft, Gewerbe, Handel, Industrie, Verkehr;
5;Mb 750;;...............Kunst und Naturwissenschaft (Technik);
5;Mb 755;;...............Kunst und Medizin;
5;Mb 760;;...............Kunst und Psychiatrie (Psychoanalyse, Graphologie);
5;Mb 795;;...............Kunst und sonstige Gebiete;
5;Mb 797;;...............Kunst und Kybernetik;
4;Mb xxx;yyy;............Kunsterziehung und Kinderkunst, auch in einzelne Kunstgattungen;
5;Mb 800;;...............allgemein;
5;Mb 810;;...............Erziehung zum Kunstschaffen;
5;Mb 820;;...............Erziehung zum Kunstbetrachten;
5;Mb 830;;...............Kunst und Kind (auch Kinderkunst);
4;Mb 970;;............Varia;
2;Me ;;......Kunsttechnik und Kunstgeographie (Nationalstile);
4;Me xxx;yyy;............Kunsttechniken (nur mehrere Gattungen);
5;Me 20;;...............zeitlich durchgehend;
5;Me 40;;...............Mittelalter (800-1500);
